Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SID0G9O98Y,2024-09-13 15:04:59.981,,Completed,,-70.0,852.99
SID5G4QAPJ,2024-09-13 14:28:59.981,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-47.01,922.99
SID3G4QDJP,2024-09-13 14:28:59.981,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,970.0,,970.0
SID4FZLILO,2024-09-13 13:52:00.019,Merchant Payment Fuliza M-Pesa Online to 191388 - BEATUS PLACE 4,Completed,,-280.0,0.0
SID4FZLILO,2024-09-13 13:52:00.019,OverDraft of Credit Party,Completed,46.54,,280.0
SID5FP0Y47,2024-09-13 12:36:00.000,Airtime Purchase,Completed,,-50.0,233.46
SID8FH9IZO,2024-09-13 11:37:00.019,Pay Bill Charge,Completed,,-10.0,283.46
SID8FH9IZO,2024-09-13 11:37:00.019,Pay Bill Online to 247247 - Equity Paybill Account Acc. 0718433449,Completed,,-960.0,293.46
SID7FH4NML,2024-09-13 11:35:59.971,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,1253.46
SID6FBA19U,2024-09-13 10:50:59.971,Pay Bill Online to 542542 - IM BANK C2B Acc. 786253,Completed,,-50.0,253.46
SIC8DX4UGW,2024-09-12 20:51:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1700.0,,1700.0
SIC3DX54WL,2024-09-12 20:51:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1396.54,303.46
SIC1DWXAIZ,2024-09-12 20:50:00.038,Merchant Payment Fuliza M-Pesa Online to 7733814 - JOARK SPA VIA COOP,Completed,,-1500.0,0.0
SIC1DWXAIZ,2024-09-12 20:50:00.038,OverDraft of Credit Party,Completed,1382.71,,1500.0
SIC4D0EYVM,2024-09-12 18:11:59.971,Customer Transfer to - 2547******692 Charles Maina,Completed,,-50.0,117.29
SI981FQXNU,2024-09-09 19:54:59.990,Merchant Payment Online to 5119190 - RONGAI FRESHFINDS STORE LIMITED,Completed,,-430.0,167.29
SI94ZH2R3U,2024-09-09 17:01:59.981,Customer Transfer to - 2547******136 JOHN KAIRU,Completed,,-90.0,597.29
SI93Y7IZ6X,2024-09-09 11:37:00.019,Merchant Payment Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,687.29
SI94Y754KO,2024-09-09 11:33:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-12.71,887.29
SI96Y757EO,2024-09-09 11:33:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,900.0,,900.0
SI79RQAYO3,2024-09-07 17:48:59.990,"Merchant Payment Fuliza M-Pesa Online to 6809535 -
DIASPORUM KITCHEN",Completed,,-320.0,0.0
SI79RQAYO3,2024-09-07 17:48:59.990,OverDraft of Credit Party,Completed,12.58,,320.0
SI70RPDUAK,2024-09-07 17:44:00.010,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-450.0,307.42
SI70RON0M4,2024-09-07 17:39:59.990,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-242.58,757.42
SI79RON2RB,2024-09-07 17:39:59.990,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,1000.0
SI70RMYWQO,2024-09-07 17:30:00.029,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
SI70RMYWQO,2024-09-07 17:30:00.029,Customer Transfer Fuliza MPesa to - 2547******595 SARAH MURIGI,Completed,,-200.0,7.0
SI70RMYWQO,2024-09-07 17:30:00.029,OverDraft of Credit Party,Completed,207.0,,207.0
SI77RMMD7V,2024-09-07 17:28:00.019,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
SI77RMMD7V,2024-09-07 17:28:00.019,Customer Transfer Fuliza MPesa to - 07******636 MILKA NYAKWEBA,Completed,,-360.0,7.0
SI77RMMD7V,2024-09-07 17:28:00.019,OverDraft of Credit Party,Completed,33.17,,367.0
SI71RLN3W5,2024-09-07 17:21:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,333.83
SI71RLN3W5,2024-09-07 17:21:59.990,Customer Transfer to - 2547******315 FRANCIS MWANGI,Completed,,-335.0,340.83
SI72RKZ9D8,2024-09-07 17:17:59.971,Customer Transfer to - 2547******121 PETER MWANGI,Completed,,-100.0,675.83
SI76RJCPQM,2024-09-07 17:08:00.010,Merchant Payment Online to 7649353 - PICK UP MTAANI KENYA LTD,Completed,,-120.0,775.83
SI68ODZAM4,2024-09-06 20:10:59.981,Pay Bill Charge,Completed,,-10.0,895.83
SI68ODZAM4,2024-09-06 20:10:59.981,Pay Bill Online to 888880 - KPLC PREPAID Acc. 14467012614,Completed,,-1000.0,905.83
SI66N2RZFE,2024-09-06 16:07:00.019,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2000.0
SI67N2SBA3,2024-09-06 16:07:00.019,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-94.17,1905.83
SI55JYTRPL,2024-09-05 19:25:00.019,Customer Transfer Fuliza MPesa to - 2547******099 joy joy,Completed,,-50.0,0.0
SI55JYTRPL,2024-09-05 19:25:00.019,OverDraft of Credit Party,Completed,50.0,,50.0
SI51J1ZGXH,2024-09-05 16:32:00.010,Customer Transfer of Funds Charge,Completed,,-57.0,0.0
SI51J1ZGXH,2024-09-05 16:32:00.010,Customer Transfer Fuliza MPesa to - 2547******774 Kyalo Solomon,Completed,,-5000.0,57.0
SI51J1ZGXH,2024-09-05 16:32:00.010,OverDraft of Credit Party,Completed,43.23,,5057.0
SI52J1QIMG,2024-09-05 16:30:00.000,Pay Bill Online to 247247 - Equity Paybill Account Acc. 1260184676906,Completed,,-10.0,5013.77
SI50J1GQVW,2024-09-05 16:29:00.038,Pay Bill Charge,Completed,,-34.0,5023.77
SI50J1GQVW,2024-09-05 16:29:00.038,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 37325314DEP,Completed,,-5000.0,5057.77
SI51J1CJ8R,2024-09-05 16:27:59.990,Pay Bill Charge,Completed,,-16.0,10057.77
SI51J1CJ8R,2024-09-05 16:27:59.990,Pay Bill Online to 505000 - OLD MUTUAL LIFE ASSURANCE KENYA LIMITED. Acc. OMU000329285,Completed,,-5000.0,10073.77
SI59J1AK09,2024-09-05 16:27:00.029,Pay Bill Charge,Completed,,-34.0,15073.77
SI59J1AK09,2024-09-05 16:27:00.029,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 33826744DEP,Completed,,-5000.0,15107.77
SI58J17PY2,2024-09-05 16:27:00.029,Pay Bill Charge,Completed,,-34.0,20107.77
SI58J17PY2,2024-09-05 16:27:00.029,Pay Bill Online to 247247 - Equity Paybill Account Acc. 1260184676906,Completed,,-5000.0,20141.77
SI52J0Y1PS,2024-09-05 16:25:00.019,Pay Bill Charge,Completed,,-42.0,25141.77
SI52J0Y1PS,2024-09-05 16:25:00.019,Pay Bill Online to 247247 - Equity Paybill Account Acc. 0510173643067,Completed,,-6000.0,25183.77
SI56J0FVVA,2024-09-05 16:21:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-30.23,31183.77
SI57J0FYTF,2024-09-05 16:21:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,30000.0,,31214.0
SI51IUNZE1,2024-09-05 15:40:59.981,Customer Transfer of Funds Charge,Completed,,-13.0,1214.0
SI51IUNZE1,2024-09-05 15:40:59.981,Customer Transfer to - 2547******254 MATHIAS MUTUA,Completed,,-1000.0,1227.0
SI40E3TDV0,2024-09-04 12:53:00.038,Merchant Payment Online to 7605335 - VICTORY FARMS - RONGAI,Completed,,-673.0,2327.0
SI40E2ER2G,2024-09-04 12:42:00.029,Customer Transfer of Funds Charge,Completed,,-13.0,3000.0
SI40E2ER2G,2024-09-04 12:42:00.029,Customer Transfer Fuliza MPesa to - 2547******743 DENNIS WAMURANGA,Completed,,-830.0,3013.0
SI40E2ER2G,2024-09-04 12:42:00.029,OverDraft of Credit Party,Completed,29.93,,3843.0
SI49E2EJYL,2024-09-04 12:42:00.029,Funds received from - 2547******326 OMONDI LOVELL,Completed,3000.0,,3813.07
SI287GVL4Y,2024-09-02 18:56:59.971,Merchant Payment Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,813.07
SI246PIS0M,2024-09-02 16:23:00.010,Customer Transfer of Funds Charge,Completed,,-23.0,1013.07
SI246PIS0M,2024-09-02 16:23:00.010,Customer Transfer to - 01******452 NAncy okoth,Completed,,-1300.0,1036.07
SI192B5E9X,2024-09-01 14:30:00.029,Merchant Payment Online to 7099197 - CENTURY CINEMAX LTD SARIT,Completed,,-120.0,2336.07
SHV5WHFDWV,2024-08-31 11:12:59.990,Pay Bill Charge,Completed,,-20.0,2456.07
SHV5WHFDWV,2024-08-31 11:12:59.990,Pay Bill Online to 400200 - Co- operative Bank Money Transfer Acc. 01116572103600,Completed,,-2500.0,2476.07
SHV5WFXUJB,2024-08-31 11:01:00.019,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-23.93,4976.07
SHV3WFXUIP,2024-08-31 11:01:00.019,Salary Payment from 504900 - NCBA BANK via API. Original conversation ID is FTC240831KTUH.,Completed,5000.0,,5000.0
SHU6TENUD2,2024-08-30 15:56:59.971,Merchant Payment Fuliza M-Pesa Online to 7940890 -         LESS FORTUNATE,Completed,,-200.0,0.0
SHU6TENUD2,2024-08-30 15:56:59.971,OverDraft of Credit Party,Completed,23.69,,200.0
SHU7TEHX8L,2024-08-30 15:56:00.010,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-50.0,176.31
SHT6P062XK,2024-08-29 00:00:00.000,,Completed,,-470.0,226.31
SHT0OZQ3W0,2024-08-29 00:00:00.000,,Completed,,-303.69,696.31
SHT4OZQ6R6,2024-08-29 00:00:00.000,,Completed,1000.0,,1000.0
SHR0HBP1QK,2024-08-27 00:00:00.000,,Completed,,-260.0,0.0
SHR0HBP1QK,2024-08-27 00:00:00.000,of Credit,Completed,260.0,,260.0
SHR5HAJIWJ,2024-08-27 00:00:00.000,,Completed,,-7.0,0.0
SHR5HAJIWJ,2024-08-27 00:00:00.000,,Completed,,-200.0,7.0
SHR5HAJIWJ,2024-08-27 00:00:00.000,of Credit,Completed,40.68,,207.0
SHR2HAEFS8,2024-08-27 00:00:00.000,,Completed,,-60.0,166.32
SHR2H9SKAS,2024-08-27 00:00:00.000,,Completed,,-7.0,226.32
SHR2H9SKAS,2024-08-27 00:00:00.000,,Completed,,-260.0,233.32
SHR3H9I9S7,2024-08-27 00:00:00.000,,Completed,,-7.0,493.32
SHR3H9I9S7,2024-08-27 00:00:00.000,,Completed,,-360.0,500.32
SHR8H909KI,2024-08-27 00:00:00.000,,Completed,,-7.0,860.32
SHR8H909KI,2024-08-27 00:00:00.000,,Completed,,-280.0,867.32
SHR8H8HWQS,2024-08-27 00:00:00.000,,Completed,,-100.0,1147.32
SHR2H807VE,2024-08-27 00:00:00.000,,Completed,,-50.0,1247.32
SHR6H7FCP0,2024-08-27 00:00:00.000,,Completed,,-100.0,1297.32
SHR9GU8Q95,2024-08-27 00:00:00.000,,Completed,,-7.0,1397.32
SHR9GU8Q95,2024-08-27 00:00:00.000,,Completed,,-320.0,1404.32
SHR4GLAPU2,2024-08-27 00:00:00.000,,Completed,,-48.0,1724.32
SHR4GLAPU2,2024-08-27 00:00:00.000,,Completed,,-10000.0,1772.32
SHR1GL5CNT,2024-08-27 00:00:00.000,,Completed,10000.0,,11772.32
SHQ4BXCB70,2024-08-26 00:00:00.000,,Completed,,-1000.0,1772.32
SHQ6BR7N9Y,2024-08-26 00:00:00.000,,Completed,,-5.0,2772.32
SHQ6BR7N9Y,2024-08-26 00:00:00.000,,Completed,,-300.0,2777.32
SHP0AC1JDK,2024-08-25 00:00:00.000,,Completed,,-20.0,3077.32
SHP0AC1JDK,2024-08-25 00:00:00.000,,Completed,,-2450.0,3097.32
SHP2ABQDIE,2024-08-25 00:00:00.000,,Completed,5000.0,,5547.32
SHO640908A,2024-08-24 00:00:00.000,,Completed,,-520.0,547.32
SHN4311R8Y,2024-08-23 00:00:00.000,,Completed,,-831.0,1067.32
SHN12WFCPF,2024-08-23 00:00:00.000,,Completed,,-50.0,1898.32
SHN82MMWVY,2024-08-23 00:00:00.000,,Completed,,-140.0,1948.32
SHN32M3IXZ,2024-08-23 00:00:00.000,,Completed,2000.0,,2088.32
SHN723N149,2024-08-23 00:00:00.000,,Completed,,-120.0,88.32
SHM9WSMI4P,2024-08-22 00:00:00.000,,Completed,,-7.0,208.32
SHM9WSMI4P,2024-08-22 16:20:00.038,Customer Transfer to - 2547******309 GEORGE NJOROGE,Completed,,-305.0,215.32
SHM9WS9ZG9,2024-08-22 16:16:59.981,Customer Transfer of Funds Charge,Completed,,-7.0,520.32
SHM9WS9ZG9,2024-08-22 16:16:59.981,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-390.0,527.32
SHM5WPD68B,2024-08-22 15:54:00.000,Merchant Payment Online to 914213 - STAREHE BUTCHERY RONGAI 7,Completed,,-650.0,917.32
SHM2WPA0XC,2024-08-22 15:53:00.038,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1380.0,,1567.32
SHM0WO4HV2,2024-08-22 15:44:00.038,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-50.0,187.32
SHL1UFGKCD,2024-08-21 21:09:59.962,Pay Bill Charge,Completed,,-10.0,237.32
SHL1UFGKCD,2024-08-21 21:09:59.962,Pay Bill Online to 888880 - KPLC PREPAID Acc. 14467012614,Completed,,-1000.0,247.32
SHL9UFE0C3,2024-08-21 21:09:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,1247.32
SHL6SCG5Q4,2024-08-21 13:21:00.000,Merchant Payment Online to 7380738 - KFC RONGAI - DINE IN,Completed,,-2040.0,247.32
SHL1SCCVV7,2024-08-21 13:20:00.038,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,2287.32
SHL4SBY8R6,2024-08-21 13:16:59.981,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-50.0,1287.32
SHL6SBUHZ0,2024-08-21 13:16:00.019,Merchant Payment Online to 7527615 - Naivas Rongai,Completed,,-336.0,1337.32
SHL8S25YS6,2024-08-21 12:02:00.010,Merchant Payment Online to 838787 -  BANDARI BEAUTY,Completed,,-4000.0,1673.32
SHL8S0F5C8,2024-08-21 11:48:00.029,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,4000.0,,5673.32
SHL0RUM074,2024-08-21 11:01:00.019,Airtime Purchase,Completed,,-100.0,1673.32
SHL0RR3ICI,2024-08-21 10:32:59.971,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1350.0,,1773.32
SHK6NQY5V2,2024-08-20 09:18:59.962,Airtime Purchase,Completed,,-20.0,423.32
SHJ3M8ZI37,2024-08-19 19:18:00.029,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-1155.0,443.32
SHJ4M4TVKS,2024-08-19 18:58:59.981,Customer Transfer to - 2547******309 GEORGE NJOROGE,Completed,,-20.0,1598.32
SHJ1M4QM07,2024-08-19 18:58:00.019,Customer Transfer of Funds Charge,Completed,,-7.0,1618.32
SHJ1M4QM07,2024-08-19 18:58:00.019,Customer Transfer to - 2547******309 GEORGE NJOROGE,Completed,,-105.0,1625.32
SHJ0M4IV00,2024-08-19 18:56:59.971,Customer Transfer of Funds Charge,Completed,,-7.0,1730.32
SHJ0M4IV00,2024-08-19 18:56:59.971,Customer Transfer to - 2547******750 LUCY GATHIMBA,Completed,,-180.0,1737.32
SHJ8M443OG,2024-08-19 18:54:59.962,Customer Transfer to - 2547******802 JANE KINYUA,Completed,,-100.0,1917.32
SHJ9M3J68V,2024-08-19 18:51:59.990,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2017.32
SHI5H8MUD5,2024-08-18 14:10:00.019,Pay Bill Charge,Completed,,-10.0,17.32
SHI5H8MUD5,2024-08-18 14:10:00.019,Pay Bill Online to 4156648 - MAGIC MOPERS LTD Acc. Magic,Completed,,-620.0,27.32
SHH8EQLVM4,2024-08-17 19:00:59.990,Customer Transfer to - 2547******442 JOHN MWANGI,Completed,,-70.0,647.32
SHH7EPB47V,2024-08-17 18:54:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-958.0,717.32
SHH2EMVAZU,2024-08-17 18:42:00.029,Merchant Payment Online to 7595779 - TIMOTHY MURIITHI KIBWI,Completed,,-120.0,1675.32
SHH8EL646M,2024-08-17 18:31:59.981,Customer Transfer of Funds Charge,Completed,,-7.0,1795.32
SHH8EL646M,2024-08-17 18:31:59.981,Customer Transfer to - 2547******565 EUCABETH NYAKWEBA,Completed,,-200.0,1802.32
SHH9EJP4GB,2024-08-17 18:24:00.029,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2002.32
SHG5BDLPEV,2024-08-16 20:57:00.029,Customer Transfer to - 2547******241 PAUL WAIGANJO,Completed,,-80.0,2.32
SHG8B8F96E,2024-08-16 00:00:00.000,,Completed,,-1730.0,82.32
SHG2B6D9EE,2024-08-16 00:00:00.000,,Completed,,-150.0,1812.32
SHG7B69B6J,2024-08-16 00:00:00.000,,Completed,2000.0,,2000.0
SHG1B69MZN,2024-08-16 00:00:00.000,,Completed,,-37.68,1962.32
SHG1B4DEDL,2024-08-16 00:00:00.000,,Completed,,-1750.0,0.0
SHG1B4DEDL,2024-08-16 00:00:00.000,of Credit,Completed,37.3,,1750.0
SHG5B28JZF,2024-08-16 00:00:00.000,,Completed,,-20.0,1712.7
SHG7B0NJR7,2024-08-16 00:00:00.000,,Completed,,-175.0,1732.7
SHF46NMXGE,2024-08-15 00:00:00.000,,Completed,,-200.0,1907.7
SHF55M8A6J,2024-08-15 00:00:00.000,,Completed,,-23.0,2107.7
SHF55M8A6J,2024-08-15 00:00:00.000,,Completed,,-1030.0,2130.7
SHE318HYG7,2024-08-14 00:00:00.000,,Completed,,-50.0,3160.7
SHD0Y97DRK,2024-08-13 00:00:00.000,,Completed,,-774.0,3210.7
SHD3Y6HGP5,2024-08-13 00:00:00.000,,Completed,,-50.0,3984.7
SHD5Y63KI9,2024-08-13 00:00:00.000,,Completed,,-40.0,4034.7
SHD2Y57POC,2024-08-13 00:00:00.000,,Completed,,-100.0,4074.7
SHD2Y4X4X4,2024-08-13 00:00:00.000,,Completed,,-7.0,4174.7
SHD2Y4X4X4,2024-08-13 00:00:00.000,,Completed,,-160.0,4181.7
SHD1Y3UR7Z,2024-08-13 00:00:00.000,,Completed,,-7.0,4341.7
SHD1Y3UR7Z,2024-08-13 00:00:00.000,,Completed,,-360.0,4348.7
SHD8Y1UORW,2024-08-13 00:00:00.000,,Completed,,-80.0,4708.7
SHD9Y06FBD,2024-08-13 00:00:00.000,,Completed,,-900.0,4788.7
SHD7XVLSMH,2024-08-13 00:00:00.000,,Completed,,-311.3,5688.7
SHD9XVLG0N,2024-08-13 00:00:00.000,,Completed,6000.0,,6000.0
SHB6NW5F3I,2024-08-11 00:00:00.000,,Completed,,-7.0,0.0
SHB6NW5F3I,2024-08-11 00:00:00.000,,Completed,,-200.0,7.0
SHB6NW5F3I,2024-08-11 00:00:00.000,of Credit,Completed,207.0,,207.0
SHB2NW50LQ,2024-08-11 00:00:00.000,,Completed,,-7.0,0.0
SHB2NW50LQ,2024-08-11 00:00:00.000,,Completed,,-200.0,7.0
SHB2NW50LQ,2024-08-11 00:00:00.000,of Credit,Completed,101.21,,207.0
SHB7NUO3ZR,2024-08-11 00:00:00.000,,Completed,,-50.0,105.79
SHB2NULPSK,2024-08-11 00:00:00.000,,Completed,,-100.0,155.79
SHA3LN5BK3,2024-08-10 00:00:00.000,,Completed,,-7.0,255.79
SHA3LN5BK3,2024-08-10 00:00:00.000,,Completed,,-500.0,262.79
SH94J8TLPM,2024-08-09 00:00:00.000,,Completed,,-23.0,762.79
SH94J8TLPM,2024-08-09 00:00:00.000,,Completed,,-1400.0,785.79
SH95HDH9I1,2024-08-09 00:00:00.000,,Completed,,-33.0,2185.79
SH95HDH9I1,2024-08-09 00:00:00.000,,Completed,,-2000.0,2218.79
SH90HCIRE2,2024-08-09 14:17:59.971,Customer Transfer to - 2547******555 JOYCE OWINO,Completed,,-20.0,4218.79
SH95HCEFPR,2024-08-09 14:17:00.010,Merchant Payment Online to 7605335 - VICTORY FARMS - RONGAI,Completed,,-668.0,4238.79
SH71BQ5N6Z,2024-08-07 22:20:00.038,Customer Transfer of Funds Charge,Completed,,-57.0,4906.79
SH71BQ5N6Z,2024-08-07 22:20:00.038,Customer Transfer to - 07******544 MARY NASIMIYU,Completed,,-5000.0,4963.79
SH78BPXOG4,2024-08-07 22:18:00.029,Salary Payment from 504900 - NCBA BANK via API. Original conversation ID is FTC240807LRWD.,Completed,10000.0,,10000.0
SH71BPXP6L,2024-08-07 22:18:00.029,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-36.21,9963.79
SH77B9SAD1,2024-08-07 20:24:59.962,Merchant Payment Fuliza M-Pesa Online to 7211925 - OPULENT ORCHARD,Completed,,-150.0,0.0
SH77B9SAD1,2024-08-07 20:24:59.962,OverDraft of Credit Party,Completed,35.85,,150.0
SH72B7VKKS,2024-08-07 20:15:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-485.85,114.15
SH70B7VKKG,2024-08-07 20:15:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,600.0,,600.0
SH74B43UHE,2024-08-07 19:56:00.038,Merchant Payment Fuliza M-Pesa Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,0.0
SH74B43UHE,2024-08-07 19:56:00.038,OverDraft of Credit Party,Completed,200.0,,200.0
SH543IKFSA,2024-08-05 21:24:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
SH543IKFSA,2024-08-05 21:24:59.990,Customer Send Money to Micro SME Business  with Fuliza MPesa to - 2547******128 ALFRED ANZEYULA,Completed,,-400.0,7.0
SH543IKFSA,2024-08-05 21:24:59.990,OverDraft of Credit Party,Completed,281.03,,407.0
SH48WZCY2I,2024-08-04 16:02:00.038,Airtime Purchase,Completed,,-20.0,125.97
SH30U42F1I,2024-08-03 19:30:00.000,Customer Payment to Small Business to - 07******156 david mbatia,Completed,,-100.0,145.97
SH30TYAMJQ,2024-08-03 19:03:59.962,Pay Bill Online to 222111 - Family Bank Pesa Pap Acc. 531282,Completed,,-100.0,245.97
SH34TY6SES,2024-08-03 19:03:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-454.03,345.97
SH32TY6IXW,2024-08-03 19:03:00.000,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,800.0,,800.0
SH32TAD3IE,2024-08-03 16:54:00.029,Customer Transfer of Funds Charge,Completed,,-23.0,0.0
SH32TAD3IE,2024-08-03 16:54:00.029,Customer Send Money to Micro SME Business  with Fuliza MPesa to - 2547******561 ROBERT BIRGEN,Completed,,-1080.0,23.0
SH32TAD3IE,2024-08-03 16:54:00.029,OverDraft of Credit Party,Completed,449.53,,1103.0
SH30STGP6Q,2024-08-03 14:57:00.029,Customer Transfer of Funds Charge,Completed,,-13.0,653.47
SH30STGP6Q,2024-08-03 14:57:00.029,Customer Transfer to - 07******716 FRANKLINE ANGUCHE,Completed,,-800.0,666.47
SH24QLATQW,2024-08-02 21:33:00.029,Merchant Payment Online to 6853317 -            JABIR HASSAN AWADH,Completed,,-1050.0,1466.47
SH21Q4B13V,2024-08-02 19:54:00.029,"Merchant Payment Online to 752300 - BALTIC TEXTILE
TRADING LTD-  Masaai Rd",Completed,,-800.0,2516.47
SH27PMIKKH,2024-08-02 18:31:59.981,"Merchant Payment Online to 6425792 -                BRIMAR
WATER KIOSK 1",Completed,,-10.0,3316.47
SH24PHHBB8,2024-08-02 18:06:00.029,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,3000.0,,3326.47
SH16MFZSP6,2024-08-01 21:31:00.019,Pay Bill Charge,Completed,,-34.0,326.47
SH16MFZSP6,2024-08-01 21:31:00.019,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 37325314DEP,Completed,,-5000.0,360.47
SH11MFV977,2024-08-01 21:29:59.971,Pay Bill Charge,Completed,,-16.0,5360.47
SH11MFV977,2024-08-01 21:29:59.971,Pay Bill Online to 505000 - OLD MUTUAL LIFE ASSURANCE KENYA LIMITED. Acc. OMU000329285,Completed,,-5000.0,5376.47
SH12MFTTRK,2024-08-01 21:29:59.971,Pay Bill Charge,Completed,,-34.0,10376.47
SH12MFTTRK,2024-08-01 21:29:59.971,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 33826744DEP,Completed,,-5000.0,10410.47
SH17MFNP4D,2024-08-01 21:27:59.962,,Completed,5700.0,,15410.47
SH10MECY8K,2024-08-01 21:18:59.962,,Completed,,-42.0,9710.47
SH10MECY8K,2024-08-01 21:18:59.962,,Completed,,-5010.0,9752.47
SH17ME7LXZ,2024-08-01 21:18:00.000,,Completed,,-34.0,14762.47
SH17ME7LXZ,2024-08-01 21:18:00.000,,Completed,,-5000.0,14796.47
SH13MDMLSR,2024-08-01 21:13:59.981,,Completed,,-203.53,19796.47
SH13MDMXLR,2024-08-01 21:13:59.981,,Completed,20000.0,,20000.0
SGV3GV1HGR,2024-07-31 16:41:00.010,,Completed,,-407.0,0.0
SGV3GV1HGR,2024-07-31 16:41:00.010,of Credit Party,Completed,201.51,,407.0
SGV2GSJ86U,2024-07-31 16:23:59.971,,Completed,,-13.0,205.49
SGV2GSJ86U,2024-07-31 16:23:59.971,,Completed,,-580.0,218.49
SGV8GRTW9A,2024-07-31 16:18:59.990,,Completed,,-600.0,798.49
SGV8GRRPP8,2024-07-31 16:18:59.990,,Completed,400.0,,1398.49
SGV2GROVE0,2024-07-31 16:18:00.029,,Completed,500.0,,998.49
SGV3GQLWAN,2024-07-31 16:09:59.990,,Completed,,-50.0,498.49
SGV3FVU8AJ,2024-07-31 12:24:00.029,,Completed,,-200.0,548.49
SGU6CXAZ7E,2024-07-30 16:41:00.010,,Completed,,-30.0,748.49
SGT5A3TEK9,2024-07-29 20:01:00.019,,Completed,,-13.0,778.49
SGT5A3TEK9,2024-07-29 20:01:00.019,,Completed,,-1000.0,791.49
SGT9A3MPWH,2024-07-29 19:59:59.971,,Completed,1000.0,,1791.49
SGP9T4YFDJ,2024-07-25 18:15:59.990,,Completed,,-1000.0,791.49
SGO1NK72R7,2024-07-24 09:45:00.000,,Completed,,-546.0,1791.49
SGN3M4O6ZH,2024-07-23 19:32:00.010,,Completed,,-100.0,2337.49
SGN7M3QW6N,2024-07-23 19:27:00.029,,Completed,,-300.0,2437.49
SGN0M244NU,2024-07-23 19:20:00.038,,Completed,,-60.0,2737.49
SGN8M1ITUI,2024-07-23 19:16:59.981,,Completed,,-100.0,2797.49
SGN7M1315F,2024-07-23 19:14:59.971,,Completed,,-1214.0,2897.49
SGN0M0OWK2,2024-07-23 19:12:59.962,,Completed,,-23.0,4111.49
SGN0M0OWK2,2024-07-23 19:12:59.962,,Completed,,-1030.0,4134.49
SGM9IW5DAV,2024-07-22 20:21:00.029,,Completed,,-7.0,5164.49
SGM9IW5DAV,2024-07-22 20:21:00.029,,Completed,,-150.0,5171.49
SGM4ITL70Y,2024-07-22 20:06:00.000,,Completed,,-7.0,5321.49
